ip_address,model_name,parameter_size,quantization_level,modified_at
45.192.96.155,all-minilm:latest,23M,F16,2025-10-26T18:14:34.1329691Z
45.192.96.155,deepseek-r1:1.5b,1.8B,Q4_K_M,2025-10-26T10:35:35.722314058Z
217.142.184.7,mattw/pygmalion:latest,7B,Q4_K_S,2025-06-30T04:34:08.471534389Z
217.142.184.7,mario:latest,3.2B,Q4_K_M,2025-06-30T04:34:08.038532403Z
217.142.184.7,llama3-backup:latest,3.2B,Q4_K_M,2025-06-30T04:34:07.496529916Z
217.142.184.7,qwen3:0.6b,751.63M,Q4_K_M,2025-05-15T09:26:19.888430661Z
217.142.184.7,qwen3:1.7b,2.0B,Q4_K_M,2025-05-15T09:25:22.135162113Z
217.142.184.7,llama3.2:latest,3.2B,Q4_K_M,2025-05-15T09:18:59.847448852Z
217.142.184.7,llama3.1:8b,8.0B,Q4_K_M,2025-04-29T07:18:30.94083374Z
217.142.184.7,smollm2:135m,134.52M,F16,2025-03-02T22:37:58.335554725Z
217.142.184.7,llama2:latest,7B,Q4_0,2025-02-22T17:29:44.19487934Z
217.142.184.7,qwen2.5:1.5b,1.5B,Q4_K_M,2025-02-15T06:40:03.274274148Z
217.142.184.7,granite3.1-dense:2b,2.5B,Q4_K_M,2025-02-15T06:28:50.066974759Z
217.142.184.7,qwen2.5:3b,3.1B,Q4_K_M,2025-02-03T16:07:42.753093393Z
217.142.184.7,nomic-embed-text:latest,137M,F16,2025-01-31T06:44:29.749326295Z
157.10.191.46,smollm2:135m,134.52M,F16,2025-11-01T06:20:47.223055857Z
157.10.191.46,psycho:latest,4.3B,Q4_K_M,2025-08-27T09:25:48.457308991Z
157.10.191.46,gemma3:1b,999.89M,Q4_K_M,2025-08-13T08:52:21.707467574Z
157.10.191.46,gemma3:4b,4.3B,Q4_K_M,2025-08-13T08:48:11.186747489Z
157.10.191.46,deepseek-r1:1.5b,1.8B,Q4_K_M,2025-08-13T08:24:51.327308944Z
157.10.191.46,deepseek-r1:7b,7.6B,Q4_K_M,2025-08-13T08:19:29.211672764Z
157.10.191.46,deepseek-r1:latest,8.2B,Q4_K_M,2025-08-13T06:56:57.529937079Z
99.3.149.40,smollm2:135m,134.52M,F16,2025-10-02T15:25:08.84664278-04:00
99.3.149.40,sam860/deepseek-r1-0528-qwen3:8b,8.19B,unknown,2025-09-05T00:41:10.548628599-04:00
99.3.149.40,mistral:7b,7.2B,Q4_K_M,2025-07-24T02:59:02.279360605-04:00
99.3.149.40,qwen3:0.6b,751.63M,Q4_K_M,2025-07-22T14:03:33.628923223-04:00
99.3.149.40,qwen3:8b,8.2B,Q4_K_M,2025-07-22T14:03:25.720991623-04:00
99.3.149.40,llama3:8b,8.0B,Q4_0,2025-07-22T11:00:27.326708248-04:00
99.3.149.40,llama2:7b,7B,Q4_0,2025-07-22T10:59:09.055270164-04:00
209.209.41.169,smollm2:135m,134.52M,F16,2025-10-02T13:15:27.777328944Z
209.209.41.169,llama3:8b,8.0B,Q4_0,2025-07-30T09:21:33.554380956Z
209.209.41.169,llama3:70b,70.6B,Q4_0,2025-07-30T07:58:10.55121123Z
45.90.13.25,smollm2:135m,134.52M,F16,2025-10-03T15:53:46.473636573+02:00
45.90.13.25,phi3:mini,3.8B,Q4_0,2025-08-27T05:39:47.874251322+02:00
217.198.112.154,gemma3:1b,999.89M,Q4_K_M,2025-10-06T10:49:23.376897463Z
217.198.112.154,gemma3:27b,27.4B,Q4_K_M,2025-10-06T10:48:27.25480103Z
217.198.112.154,gemma3:latest,4.3B,Q4_K_M,2025-09-17T12:34:51.415669989Z
8.155.49.30,bge-m3:567m,566.70M,F16,2025-09-16T08:39:00.458156393Z
8.155.49.30,bge-m3:latest,566.70M,F16,2025-08-16T06:11:32.020808862Z
95.165.79.203,hf.co/legraphista/DeepSeek-V2-Lite-Chat-IMat-GGUF:Q4_K_S,15.7B,unknown,2025-10-17T19:31:33.3152112+03:00
95.165.79.203,hf.co/unsloth/DeepSeek-R1-0528-Qwen3-8B-GGUF:Q4_K_XL,8.19B,unknown,2025-10-17T18:52:56.6176194+03:00
95.165.79.203,hf.co/Qwen/Qwen3-1.7B-GGUF:Q8_0,1.72B,unknown,2025-10-17T18:19:34.623875+03:00
95.165.79.203,hf.co/pbatra/Llama-3.2-11B-Vision-Instruct-GGUF:Q4_K_M,9.78B,unknown,2025-10-17T18:15:05.9730358+03:00
95.165.79.203,huihui_ai/qwen2.5-abliterate:32b,32.8B,Q4_K_M,2025-10-17T16:44:44.3911824+03:00
95.165.79.203,huihui_ai/gemma3-abliterated:1b,999.89M,Q4_K_M,2025-10-17T16:35:35.0855473+03:00
95.165.79.203,hf.co/huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated-v2:Q8_0,20.9B,unknown,2025-10-17T16:33:20.3819092+03:00
95.165.79.203,hf.co/huihui-ai/Huihui-Qwen3-VL-30B-A3B-Instruct-abliterated:Q4_K_M,30.5B,unknown,2025-10-17T15:50:29.1960143+03:00
135.181.179.60,bge-m3:latest,566.70M,F16,2025-10-29T22:57:20.481338478+01:00
135.181.179.60,llama3.1:8b,8.0B,Q4_K_M,2025-08-06T03:45:17.614987196+02:00
135.181.179.60,falcon3:7b,7.5B,Q4_K_M,2025-08-06T02:07:07.538284011+02:00
135.181.179.60,gpt-oss:20b,20.9B,MXFP4,2025-08-06T02:01:54.021224961+02:00
135.181.179.60,qwen3:30b,30.5B,Q4_K_M,2025-08-06T01:54:00.726121039+02:00
135.181.179.60,gemma2:2b,2.6B,Q4_0,2025-07-05T06:25:10.87966483+02:00
135.181.179.60,command-r7b-arabic:latest,8.0B,Q4_K_M,2025-07-05T06:02:14.717220978+02:00
135.181.179.60,gemma3n:e2b,4.5B,Q4_K_M,2025-07-05T05:40:47.174114068+02:00
135.181.179.60,gemma3n:e4b,6.9B,Q4_K_M,2025-07-05T04:53:05.442001331+02:00
135.181.179.60,gemma3n:e4b-it-q8_0,6.9B,Q8_0,2025-07-05T02:02:22.089595137+02:00
101.111.228.63,smollm2:135m,134.52M,F16,2025-09-10T11:46:29.1325577+09:00
101.111.228.63,gemma3:12b,12.2B,Q4_K_M,2025-08-24T13:40:01.9694585+09:00
101.111.228.63,qwen2.5-coder:7b-instruct,7.6B,Q4_K_M,2025-08-24T12:45:18.9852879+09:00
101.111.228.63,qwen2.5-coder:14b,14.8B,Q4_K_M,2025-08-24T12:40:38.6719421+09:00
101.111.228.63,qwen2.5-coder:7b,7.6B,Q4_K_M,2025-08-24T12:27:11.8447114+09:00
220.84.22.68,smollm2:135m,134.52M,F16,2025-09-07T05:43:28.986112926+09:00
220.84.22.68,llama-3.2-ypartners:latest,3.2B,Q4_K_M,2025-05-27T11:18:05.502531582+09:00
220.84.22.68,llama3.2:latest,3.2B,Q4_K_M,2025-05-26T15:11:52.558602965+09:00
60.205.245.202,smollm2:135m,134.52M,F16,2025-11-01T14:20:40.891597739+08:00
60.205.245.202,mattw/pygmalion:latest,7B,Q4_K_S,2025-05-08T17:27:11.527932812+08:00
60.205.245.202,llama3.2:3b-instruct-q5_K_M,3.2B,Q5_K_M,2025-05-03T10:52:54.606362617+08:00
60.205.245.202,qwq:latest,32.8B,Q4_K_M,2025-03-06T11:56:35.550962587+08:00
60.205.245.202,nomic-embed-text:latest,137M,F16,2025-03-04T13:51:05.215720903+08:00
60.205.245.202,deepseek-r1:8b,8.0B,Q4_K_M,2025-02-10T14:34:13.461325629+08:00
89.47.165.161,llama3.1:latest,8.0B,Q4_K_M,2025-07-23T16:06:36.42686424+03:00
89.47.165.161,nomic-embed-text:latest,137M,F16,2025-07-23T15:52:24.582139984+03:00
89.47.165.161,qwen3:0.6b,751.63M,Q4_K_M,2025-07-23T12:41:37.840427903+03:00
113.53.242.220,smollm2:135m,134.52M,F16,2025-10-06T17:51:57.621856435+07:00
113.53.242.220,gpt-oss:120b,116.8B,MXFP4,2025-08-14T10:39:53.93300805+07:00
113.53.242.220,codellama:34b,34B,Q4_0,2025-08-07T16:52:12.169575002+07:00
209.38.95.208,smollm2:135m,134.52M,F16,2025-10-06T10:51:47.782180586Z
209.38.95.208,mxbai-embed-large:latest,334M,F16,2025-06-30T00:43:40.06120749Z
209.38.95.208,smollm:135m,134.52M,Q4_0,2025-05-29T07:52:59.667957852Z
209.38.95.208,nomic-embed-text:latest,137M,F16,2025-05-28T15:22:40.701111206Z
43.136.25.241,smollm2:135m,134.52M,F16,2025-07-02T21:43:51.634085549Z
43.136.25.241,nomic-embed-text:latest,137M,F16,2025-06-15T09:30:35.034914613Z
43.136.25.241,deepseek-r1:1.5b,1.8B,Q4_K_M,2025-06-15T09:30:01.328621779Z
91.98.34.150,granite3.3:8b,8.2B,Q4_K_M,2025-10-31T09:00:29.098189022Z
91.98.34.150,bge-m3:latest,566.70M,F16,2025-10-15T13:49:59.269761838Z
91.98.34.150,embeddinggemma:latest,307.58M,BF16,2025-10-15T13:44:39.547374001Z
117.30.114.14,qwen3:4b-instruct-2507-q4_K_M,4.0B,Q4_K_M,2025-08-11T18:45:16.4443493+08:00,Mid-Range
117.30.114.14,gemma3n:e2b-it-q4_K_M,4.5B,Q4_K_M,2025-07-04T08:49:59.1654576+08:00,Mid-Range
117.30.114.14,gemma3n:e4b-it-q4_K_M,6.9B,Q4_K_M,2025-07-04T08:28:41.6514852+08:00,Mid-Range
117.30.114.14,gemma3:12b-it-q4_K_M,12.2B,Q4_K_M,2025-07-01T17:41:48.0882879+08:00,Mid-Range
117.30.114.14,bge-m3:latest,566.70M,F16,2025-06-17T17:51:10.505555+08:00,Mid-Range
135.148.136.89,deepseek-coder:6.7b,7B,Q4_0,2025-10-30T16:55:31.4140381Z,Mid-Range
135.148.136.89,smollm2:135m,134.52M,F16,2025-10-06T10:51:41.838051039Z,Mid-Range
135.148.136.89,gemma3:latest,4.3B,Q4_K_M,2025-09-02T22:55:34.78036384Z,Mid-Range
135.148.136.89,llama3.1:8b-instruct-q4_K_M,8.0B,Q4_K_M,2025-07-12T21:08:27.720826999Z,Mid-Range
135.148.136.89,starcoder2:15b,16B,Q4_0,2025-07-11T01:41:08.131831825Z,Mid-Range
135.148.136.89,deepseek-r1:latest,8.2B,Q4_K_M,2025-07-10T02:23:56.542859054Z,Mid-Range
135.148.136.89,gemma:2b,3B,Q4_0,2025-07-07T13:13:10.909496676Z,Mid-Range
135.148.136.89,qwen:latest,4B,Q4_0,2025-07-07T11:45:07.903819509Z,Mid-Range
172.201.179.175,smollm2:135m,134.52M,F16,2025-09-05T01:40:29.797804927Z,Small-Model / Hobbyist
172.201.179.175,nomic-embed-text:latest,137M,F16,2025-08-07T11:58:52.463468263Z,Small-Model / Hobbyist
172.201.179.175,all-minilm:latest,23M,F16,2025-08-01T08:25:23.398846894Z,Small-Model / Hobbyist
172.201.179.175,mistral:7b,7.2B,Q4_K_M,2025-08-01T08:19:53.50542319Z,Small-Model / Hobbyist
209.222.97.94,mistral:latest,7.2B,Q4_K_M,2025-10-30T06:27:29.02034612Z,High-Performance
209.222.97.94,ALIENTELLIGENCE/imagegenaiprompter:latest,8.0B,Q4_0,2025-10-28T10:55:21.020078878Z,High-Performance
209.222.97.94,qwen3-coder:latest,30.5B,Q4_K_M,2025-10-28T10:43:58.923192799Z,High-Performance
209.222.97.94,qwen3-vl:235b-cloud,235B,FP8,2025-10-25T21:26:35.28490452Z,High-Performance
120.76.243.142,llama3.2:3b-instruct-q5_K_M,3.2B,Q5_K_M,2025-05-03T13:45:41.636737178+08:00,Small-Model / Hobbyist
189.8.202.190,smollm2:135m,134.52M,F16,2025-11-01T09:49:08.531954931-03:00,Mid-Range
189.8.202.190,gemma3:27b,27.4B,Q4_K_M,2025-08-23T12:45:20.588549933-03:00,Mid-Range
189.8.202.190,qwen3:14b,14.8B,Q4_K_M,2025-08-15T06:47:35.365459687-03:00,Mid-Range
189.8.202.190,qwen3:4b,4.0B,Q4_K_M,2025-08-15T06:20:07.153645298-03:00,Mid-Range
189.8.202.190,nomic-embed-text:v1.5,137M,F16,2025-07-31T14:05:32.807850719-03:00,Mid-Range
189.8.202.190,gemma3:12b,12.2B,Q4_K_M,2025-07-25T16:21:52.164390096-03:00,Mid-Range
189.8.202.190,deepseek-r1:32b,32.8B,Q4_K_M,2025-07-25T15:54:59.52434371-03:00,Mid-Range
189.8.202.190,mario:latest,3.2B,Q4_K_M,2025-06-14T12:46:12.780291533-03:00,Mid-Range
189.8.202.190,mattw/pygmalion:latest,7B,Q4_K_S,2025-06-14T12:46:12.409293032-03:00,Mid-Range
189.8.202.190,llama3-backup:latest,3.2B,Q4_K_M,2025-06-14T12:46:12.36529321-03:00,Mid-Range
189.8.202.190,llama3.2:latest,3.2B,Q4_K_M,2025-06-14T12:35:56.013014898-03:00,Mid-Range
189.8.202.190,hf.co/bartowski/Meta-Llama-3.1-8B-Instruct-GGUF:latest,8.03B,unknown,2025-05-28T20:48:25.221484312-03:00,Mid-Range
189.8.202.190,llama3.1:8b,8.0B,Q4_K_M,2025-05-10T12:04:56.129354922-03:00,Mid-Range
189.8.202.190,llama3.1:8b-instruct-q4_K_M,8.0B,Q4_K_M,2025-05-09T22:53:13.368467474-03:00,Mid-Range
189.8.202.190,llama3.2:1b-instruct-q4_K_M,1.2B,Q4_K_M,2025-05-09T22:18:21.331004922-03:00,Mid-Range
189.8.202.190,llama3.2:3b-instruct-q5_K_M,3.2B,Q5_K_M,2025-05-03T04:35:49.506033485-03:00,Mid-Range
49.13.237.3,smollm2:135m,134.52M,F16,2025-10-08T17:51:12.827624647Z,Small-Model / Hobbyist
49.13.237.3,gemma3:latest,4.3B,Q4_K_M,2025-09-03T11:00:01.463377591Z,Small-Model / Hobbyist
49.13.237.3,qwen2.5:1.5b,1.5B,Q4_K_M,2025-09-02T12:43:06.408055218Z,Small-Model / Hobbyist
51.75.78.180,llama3.2:latest,3.2B,Q4_K_M,2025-10-05T20:10:26.700582308Z,Small-Model / Hobbyist
125.108.107.142,smollm2:135m,134.52M,F16,2025-11-01T00:12:15.810050961Z,Small-Model / Hobbyist
125.108.107.142,mattw/pygmalion:latest,7B,Q4_K_S,2025-06-30T00:17:56.164806483Z,Small-Model / Hobbyist
125.108.107.142,mario:latest,3.2B,Q4_K_M,2025-06-30T00:17:17.634927288Z,Small-Model / Hobbyist
125.108.107.142,llama3.2:latest,3.2B,Q4_K_M,2025-06-30T00:17:16.98991257Z,Small-Model / Hobbyist
125.108.107.142,llama3.1:8b-instruct-q4_K_M,8.0B,Q4_K_M,2025-05-01T06:46:24.58980759Z,Small-Model / Hobbyist
125.108.107.142,llama3.1:8b,8.0B,Q4_K_M,2025-04-26T06:50:55.009018388Z,Small-Model / Hobbyist
125.108.107.142,deepseek-r1:1.5b,1.8B,Q4_K_M,2025-02-18T01:12:49.665888123Z,Small-Model / Hobbyist
125.108.107.142,deepseek-r1:8b,8.0B,Q4_K_M,2025-02-11T08:21:13.751668725Z,Small-Model / Hobbyist
1.94.233.8,smollm:135m,134.52M,Q4_0,2025-09-30T00:13:00.136380054Z,Small-Model / Hobbyist
189.8.202.166,smollm2:135m,134.52M,F16,2025-11-01T09:49:08.531954931-03:00,Mid-Range
189.8.202.166,gemma3:27b,27.4B,Q4_K_M,2025-08-23T12:45:20.588549933-03:00,Mid-Range
189.8.202.166,qwen3:14b,14.8B,Q4_K_M,2025-08-15T06:47:35.365459687-03:00,Mid-Range
189.8.202.166,qwen3:4b,4.0B,Q4_K_M,2025-08-15T06:20:07.153645298-03:00,Mid-Range
189.8.202.166,nomic-embed-text:v1.5,137M,F16,2025-07-31T14:05:32.807850719-03:00,Mid-Range
189.8.202.166,gemma3:12b,12.2B,Q4_K_M,2025-07-25T16:21:52.164390096-03:00,Mid-Range
189.8.202.166,deepseek-r1:32b,32.8B,Q4_K_M,2025-07-25T15:54:59.52434371-03:00,Mid-Range
189.8.202.166,mario:latest,3.2B,Q4_K_M,2025-06-14T12:46:12.780291533-03:00,Mid-Range
189.8.202.166,llama3-backup:latest,3.2B,Q4_K_M,2025-06-14T12:46:12.36529321-03:00,Mid-Range
189.8.202.166,mattw/pygmalion:latest,7B,Q4_K_S,2025-06-14T12:46:12.409293032-03:00,Mid-Range
189.8.202.166,llama3.2:latest,3.2B,Q4_K_M,2025-06-14T12:35:56.013014898-03:00,Mid-Range
189.8.202.166,hf.co/bartowski/Meta-Llama-3.1-8B-Instruct-GGUF:latest,8.03B,unknown,2025-05-28T20:48:25.221484312-03:00,Mid-Range
189.8.202.166,llama3.1:8b,8.0B,Q4_K_M,2025-05-10T12:04:56.129354922-03:00,Mid-Range
189.8.202.166,llama3.1:8b-instruct-q4_K_M,8.0B,Q4_K_M,2025-05-09T22:53:13.368467474-03:00,Mid-Range
189.8.202.166,llama3.2:1b-instruct-q4_K_M,1.2B,Q4_K_M,2025-05-09T22:18:21.331004922-03:00,Mid-Range
189.8.202.166,llama3.2:3b-instruct-q5_K_M,3.2B,Q5_K_M,2025-05-03T04:35:49.506033485-03:00,Mid-Range
8.146.205.197,smollm2:135m,134.52M,F16,2025-10-09T12:22:39.157473898Z,Small-Model / Hobbyist
8.146.205.197,nomic-embed-text:latest,137M,F16,2025-07-01T08:46:11.279240476Z,Small-Model / Hobbyist
8.146.205.197,deepseek-r1:1.5b,1.8B,Q4_K_M,2025-07-01T08:44:48.203936792Z,Small-Model / Hobbyist
178.196.27.11,qwen3:235b,235.1B,Q4_K_M,2025-10-29T04:49:27.8858083Z,High-Performance
178.196.27.11,qwen3-vl:2b-instruct,2.1B,Q4_K_M,2025-10-29T04:06:44.2803146Z,High-Performance
178.196.27.11,qwen3-vl:8b,8.8B,Q4_K_M,2025-10-29T04:05:17.2860222Z,High-Performance
178.196.27.11,embeddinggemma:300m,307.58M,BF16,2025-10-25T09:07:31.4552521Z,High-Performance
178.196.27.11,embeddinggemma:300m-qat-q8_0,307.58M,Q8_0,2025-10-25T09:07:30.5070592Z,High-Performance
178.196.27.11,embeddinggemma:300m-qat-q4_0,307.58M,Q4_0,2025-10-25T09:07:30.3100995Z,High-Performance
178.196.27.11,qwen3:30b-a3b,30.5B,Q4_K_M,2025-09-18T06:02:35.4521027Z,High-Performance
178.196.27.11,gpt-oss:20b,20.9B,MXFP4,2025-09-18T05:42:44.6140455Z,High-Performance
178.196.27.11,qwen3:0.6b-q8_0,751.63M,Q8_0,2025-09-16T10:13:25.5718624Z,High-Performance
178.196.27.11,smollm2:135m-instruct-q2_K,134.52M,Q2_K,2025-09-16T10:06:08.3324842Z,High-Performance
178.196.27.11,qwen:0.5b-text,620M,Q4_0,2025-09-16T09:50:09.569108Z,High-Performance
178.196.27.11,mxbai-embed-large:latest,334M,F16,2025-09-16T09:48:53.1390111Z,High-Performance
178.196.27.11,dolphin-mixtral:8x7b,46.7B,Q4_0,2025-09-16T08:58:21.209877Z,High-Performance
178.196.27.11,deepseek-coder:base,1B,Q4_0,2025-09-16T08:57:48.0192791Z,High-Performance
178.196.27.11,qwen3:0.6b-q4_K_M,751.63M,Q4_K_M,2025-08-29T09:40:56.4972142Z,High-Performance
178.196.27.11,codestral:22b-v0.1-q5_K_M,22.2B,Q5_K_M,2025-08-29T09:36:22.0460688Z,High-Performance
178.196.27.11,codestral:22b-v0.1-q4_K_M,22.2B,Q4_K_M,2025-08-29T09:36:21.6878624Z,High-Performance
178.196.27.11,qwen3:30b,30.5B,Q4_K_M,2025-08-29T08:53:35.8365518Z,High-Performance
178.196.27.11,qwen3:32b,32.8B,Q4_K_M,2025-08-29T08:53:35.7995693Z,High-Performance
178.196.27.11,qwen3:0.6b-fp16,751.63M,F16,2025-08-29T08:53:35.8146724Z,High-Performance
178.196.27.11,qwen3:4b-q8_0,4.0B,Q8_0,2025-08-29T08:42:58.0869395Z,High-Performance
178.196.27.11,qwen3:4b-q4_K_M,4.0B,Q4_K_M,2025-08-29T08:42:53.7541687Z,High-Performance
178.196.27.11,qwen3:4b-thinking-2507-fp16,4.0B,F16,2025-08-29T08:42:42.7747574Z,High-Performance
178.196.27.11,gpt-oss:latest,20.9B,MXFP4,2025-08-28T15:29:00.9580741Z,High-Performance
178.196.27.11,codegemma:latest,9B,Q4_0,2025-08-28T15:24:43.2564598Z,High-Performance
178.196.27.11,snowflake-arctic-embed:latest,334M,F16,2025-08-28T15:20:07.9044842Z,High-Performance
178.196.27.11,mistral:latest,7.2B,Q4_K_M,2025-08-14T10:31:30.164416Z,High-Performance
178.196.27.11,qwen3:14b,14.8B,Q4_K_M,2025-08-14T10:12:42.8212588Z,High-Performance
178.196.27.11,llama3.2:latest,3.2B,Q4_K_M,2025-08-14T10:12:02.6483746Z,High-Performance
178.196.27.11,qwen3:4b,4.0B,Q4_K_M,2025-08-14T10:11:24.2331654Z,High-Performance
178.196.27.11,all-minilm:latest,23M,F16,2025-08-14T10:10:08.3208985Z,High-Performance
178.196.27.11,deepseek-r1:70b,70.6B,Q4_K_M,2025-08-13T20:58:43.4336325Z,High-Performance
178.196.27.11,alibayram/Qwen3-30B-A3B-Instruct-2507:latest,30.5B,Q4_K_M,2025-08-13T20:56:50.8232035Z,High-Performance
178.196.27.11,deepseek-r1:32b,32.8B,Q4_K_M,2025-08-13T20:56:22.2265694Z,High-Performance
178.196.27.11,huihui_ai/qwen3-abliterated:32b,32.8B,Q4_K_M,2025-08-13T20:54:32.2711206Z,High-Performance
178.196.27.11,qwen3:8b,8.2B,Q4_K_M,2025-08-13T20:43:59.0965056Z,High-Performance
178.196.27.11,qwen3:0.6b,751.63M,Q4_K_M,2025-08-13T20:38:00.3253242Z,High-Performance
42.193.37.52,qwen3-embedding:8b,7.6B,Q4_K_M,2025-10-24T05:07:53.396424117Z,High-Performance
42.193.37.52,qwen3:8b,8.2B,Q4_K_M,2025-10-24T04:16:04.793018433Z,High-Performance
42.193.37.52,qwen3:32b,32.8B,Q4_K_M,2025-10-24T03:28:09.530901532Z,High-Performance
42.193.37.52,qwen2.5vl:72b,73.4B,Q4_K_M,2025-10-24T03:20:24.868191513Z,High-Performance
51.75.145.209,smollm2:135m,134.52M,F16,2025-10-09T06:12:08.113178075Z,Small-Model / Hobbyist
51.75.145.209,gemma3:latest,4.3B,Q4_K_M,2025-09-03T11:00:01.823537757Z,Small-Model / Hobbyist
51.75.145.209,phi4-mini:latest,3.8B,Q4_K_M,2025-09-01T14:25:47.955578346Z,Small-Model / Hobbyist
51.75.145.209,gemma2:2b,2.6B,Q4_0,2025-09-01T14:23:45.403563358Z,Small-Model / Hobbyist
51.75.145.209,qwen3:0.6b,751.63M,Q4_K_M,2025-09-01T14:17:12.859545871Z,Small-Model / Hobbyist
51.38.127.98,smollm2:135m,134.52M,F16,2025-10-05T10:04:46.774018914Z,Small-Model / Hobbyist
51.38.127.98,gemma3:latest,4.3B,Q4_K_M,2025-09-03T11:00:02.781348155Z,Small-Model / Hobbyist
93.114.194.25,smollm2:135m,134.52M,F16,2025-11-01T02:12:11.333254129+02:00,Mid-Range
93.114.194.25,mattw/pygmalion:latest,7B,Q4_K_S,2025-06-30T07:41:57.27595374+03:00,Mid-Range
93.114.194.25,llama3-backup:latest,3.2B,Q4_K_M,2025-06-30T07:41:56.587950161+03:00,Mid-Range
93.114.194.25,mario:latest,3.2B,Q4_K_M,2025-06-30T07:41:56.983952221+03:00,Mid-Range
93.114.194.25,llama3.2:3b-instruct-q5_K_M,3.2B,Q5_K_M,2025-05-29T17:49:00.17279913+03:00,Mid-Range
93.114.194.25,gemma3:27b,27.4B,Q4_K_M,2025-05-22T21:09:49.083373394+03:00,Mid-Range
93.114.194.25,llama3.2:latest,3.2B,Q4_K_M,2025-05-18T02:31:45.06053019+03:00,Mid-Range
93.114.194.25,llama3.1:8b-instruct-q4_K_M,8.0B,Q4_K_M,2025-05-01T09:44:55.683497869+03:00,Mid-Range
93.114.194.25,llama3.1:8b,8.0B,Q4_K_M,2025-04-23T21:18:49.326081698+03:00,Mid-Range
93.114.194.25,llama3:8b,8.0B,Q4_0,2025-04-04T01:44:39.09783617+03:00,Mid-Range
93.114.194.25,deepseek-coder:6.7b,7B,Q4_0,2025-04-03T23:45:25.022987316+03:00,Mid-Range
93.114.194.25,phi:latest,3B,Q4_0,2025-04-03T23:44:17.646669438+03:00,Mid-Range
93.114.194.25,codellama:7b-instruct-q4_K_M,7B,Q4_K_M,2025-04-03T23:41:04.513758245+03:00,Mid-Range
93.114.194.25,codellama:7b-instruct-q5_K_M,7B,Q5_K_M,2025-04-03T23:36:44.696532438+03:00,Mid-Range
68.52.110.110,hf.co/katanemo/Arch-Router-1.5B.gguf:Q6_K,1.54B,unknown,2025-10-24T19:01:18.499985678-05:00,Mid-Range
68.52.110.110,smollm2:135m,134.52M,F16,2025-10-08T19:01:54.236342281-05:00,Mid-Range
68.52.110.110,exaone-deep:latest,7.8B,Q4_K_M,2025-09-12T00:21:33.788238387-05:00,Mid-Range
68.52.110.110,embeddinggemma:latest,307.58M,BF16,2025-09-12T00:10:36.029896373-05:00,Mid-Range
68.52.110.110,qwen3-coder:latest,30.5B,Q4_K_M,2025-08-06T09:49:33.597292586-05:00,Mid-Range
68.52.110.110,gpt-oss:latest,20.9B,MXFP4,2025-08-06T09:44:33.370644187-05:00,Mid-Range
68.52.110.110,deepseek-r1:8b,8.2B,Q4_K_M,2025-06-02T10:39:40.475787196-05:00,Mid-Range
68.52.110.110,llama3.2:latest,3.2B,Q4_K_M,2025-05-25T09:50:41.191441932-05:00,Mid-Range
68.52.110.110,phi4-mini-reasoning:3.8b-q8_0,3.8B,Q8_0,2025-05-15T20:19:11.801614288-05:00,Mid-Range
68.52.110.110,phi4-reasoning:14b-plus-q8_0,14.7B,Q8_0,2025-05-15T20:18:21.62244931-05:00,Mid-Range
68.52.110.110,cogito:32b,32.8B,Q4_K_M,2025-05-15T20:13:55.983913426-05:00,Mid-Range
68.52.110.110,mistral-nemo:12b-instruct-2407-q8_0,12.2B,Q8_0,2025-05-15T20:13:28.35479835-05:00,Mid-Range
68.52.110.110,qwen2.5vl:7b,8.3B,Q4_K_M,2025-05-15T20:11:21.941929445-05:00,Mid-Range
68.52.110.110,llama3.2:1b,1.2B,Q8_0,2025-05-14T23:01:02.372619492-05:00,Mid-Range
68.52.110.110,phi4-reasoning:plus,14.7B,Q4_K_M,2025-05-02T22:37:23.605237782-05:00,Mid-Range
68.52.110.110,qwen3:14b,14.8B,Q4_K_M,2025-04-30T10:57:46.312947254-05:00,Mid-Range
68.52.110.110,gemma3:12b-it-qat,12.2B,Q4_0,2025-04-22T10:39:56.804270883-05:00,Mid-Range
68.52.110.110,smollm2:360m-instruct-q3_K_L,361.82M,Q3_K_L,2025-04-17T23:21:12.735563854-05:00,Mid-Range
68.52.110.110,smollm2:1.7b-instruct-q8_0,1.7B,Q8_0,2025-04-10T19:02:30.334940617-05:00,Mid-Range
68.52.110.110,nomic-embed-text:latest,137M,F16,2025-04-10T19:01:24.568925738-05:00,Mid-Range
68.52.110.110,mistral-small3.1:latest,24.0B,Q4_K_M,2025-04-10T19:01:12.221607368-05:00,Mid-Range
68.52.110.110,gemma3:27b,27.4B,Q4_K_M,2025-04-10T18:52:27.31391496-05:00,Mid-Range
154.26.134.253,smollm2:135m,134.52M,F16,2025-10-09T06:12:16.96366788Z,Small-Model / Hobbyist
154.26.134.253,gemma3:4b,4.3B,Q4_K_M,2025-09-24T06:26:07.30442538Z,Small-Model / Hobbyist
154.26.134.253,gemma3:1b,999.89M,Q4_K_M,2025-09-24T06:24:11.02338414Z,Small-Model / Hobbyist
154.26.134.253,deepseek-r1:1.5b,1.8B,Q4_K_M,2025-09-24T06:17:14.712496702Z,Small-Model / Hobbyist
154.26.134.253,qwen2.5:1.5b-instruct,1.5B,Q4_K_M,2025-09-24T03:47:40.594362219Z,Small-Model / Hobbyist
